,pay_date,price,user_id,source
299,2018-01-21,6.0,5a64eeb98ea6a005dba96b0b,third
300,2018-01-21,6.0,5a64eeb98ea6a005dba96b0b,third
301,2018-01-22,6.0,5a1986ea1d41c805bd679c5a,third
302,2018-01-22,30.0,5a60a1bc8ea6a005db9c4c94,third
303,2018-01-22,6.0,5a6055ea8ea6a005db9bb3a9,third
304,2018-01-22,6.0,5a6055ea8ea6a005db9bb3a9,third
305,2018-01-22,6.0,5a6055ea8ea6a005db9bb3a9,third
306,2018-01-22,6.0,5a6055ea8ea6a005db9bb3a9,third
307,2018-01-22,6.0,5a6055ea8ea6a005db9bb3a9,third
308,2018-01-22,6.0,5a6055ea8ea6a005db9bb3a9,third
309,2018-01-22,6.0,5a5ef5478ea6a005db9769a7,third
310,2018-01-22,100.0,5a1d1dbe1d41c806535cc6ea,third
311,2018-01-22,30.0,5a139c2d1d41c806462f8da1,third
312,2018-01-22,30.0,5a139c2d1d41c806462f8da1,third
313,2018-01-22,100.0,5a62e4d48ea6a005dba37221,third
314,2018-01-22,30.0,5a45e3171d41c80fbda4b639,third
315,2018-01-22,6.0,5a65dc5e8ea6a0072545d6fb,third
316,2018-01-22,30.0,5a65dc5e8ea6a0072545d6fb,third
317,2018-01-22,6.0,5a65dc5e8ea6a0072545d6fb,third
318,2018-01-22,6.0,5a65dc5e8ea6a0072545d6fb,third
319,2018-01-22,6.0,5a6607ff8ea6a00725461241,third
320,2018-01-22,6.0,5a6219af8ea6a005dba0dc00,third
321,2018-01-23,6.0,5a65dc5e8ea6a0072545d6fb,third
322,2018-01-23,6.0,5a4b9afb1d41c80fbdc06885,third
323,2018-01-23,6.0,5a66a50f8ea6a0072548b5ee,third
324,2018-01-23,6.0,5a4b9afb1d41c80fbdc06885,third
325,2018-01-23,6.0,5a5ef5478ea6a005db9769a7,third
326,2018-01-23,30.0,5a5d8fd88ea6a005db93655d,third
327,2018-01-23,30.0,5a66f51e8ea6a00725495628,third
328,2018-01-23,6.0,5a5ef5478ea6a005db9769a7,third
329,2018-01-23,30.0,5a5ef5478ea6a005db9769a7,third
330,2018-01-23,30.0,5a66f61d8ea6a00725495916,third
331,2018-01-23,30.0,5a5d8fd88ea6a005db93655d,third
332,2018-01-23,6.0,5a460de01d41c80fbda55b46,third
333,2018-01-23,100.0,5a5d8fd88ea6a005db93655d,third
334,2018-01-23,100.0,5a61deab8ea6a005dba06ba6,third
335,2018-01-23,6.0,5a66a50f8ea6a0072548b5ee,third
336,2018-01-23,6.0,5a61fbfb8ea6a005dba09fb6,third
337,2018-01-23,6.0,5a61fbfb8ea6a005dba09fb6,third
338,2018-01-23,6.0,5a6720fb8ea6a0072549b962,third
339,2018-01-23,6.0,5a66a50f8ea6a0072548b5ee,third
340,2018-01-23,6.0,5a5dfa958ea6a005db944154,third
341,2018-01-23,100.0,5a460de01d41c80fbda55b46,third
342,2018-01-23,6.0,5a6744868ea6a0072549fce3,third
343,2018-01-23,6.0,5a6744868ea6a0072549fce3,third
344,2018-01-24,0.01,5a12c2cc1d41c8064629a98a,third
345,2018-01-24,0.01,5a126e6f1d41c80646286d3f,third
346,2018-01-24,0.01,5a12c2cc1d41c8064629a98a,third
347,2018-01-24,0.01,5a126e6f1d41c80646286d3f,third
348,2018-01-24,6.0,5a139c6c1d41c806462f8f92,third
349,2018-01-24,30.0,5a616fdc8ea6a005db9f7c58,third
350,2018-01-24,100.0,5a59b44a8ea6a005db85d532,third
351,2018-01-24,6.0,5a5ef5478ea6a005db9769a7,third
352,2018-01-24,30.0,5a5ef5478ea6a005db9769a7,third
353,2018-01-24,6.0,5a685db78ea6a005c97fd800,third
354,2018-01-24,30.0,5a685db78ea6a005c97fd800,third
355,2018-01-24,30.0,5a685db78ea6a005c97fd800,third
356,2018-01-24,30.0,5a685db78ea6a005c97fd800,third
357,2018-01-24,30.0,5a5d8fd88ea6a005db93655d,third
358,2018-01-24,6.0,5a60762b8ea6a005db9befb8,third
359,2018-01-24,6.0,5a66e61a8ea6a0072549389a,third
360,2018-01-24,6.0,5a66e61a8ea6a0072549389a,third
361,2018-01-24,6.0,5a6673178ea6a0072547ecbe,third
362,2018-01-24,6.0,5a66cd9b8ea6a00725491c58,third
363,2018-01-24,6.0,5a66cd9b8ea6a00725491c58,third
364,2018-01-24,6.0,5a4f6afc8ea6a00726211486,third
365,2018-01-24,6.0,5a66cd9b8ea6a00725491c58,third
366,2018-01-24,6.0,5a683bf98ea6a005c97f9db0,third
367,2018-01-24,6.0,5a5dfa958ea6a005db944154,third
368,2018-01-25,30.0,5a5d8fd88ea6a005db93655d,third
369,2018-01-25,6.0,5a1253651d41c8064627ecee,third
370,2018-01-25,30.0,5a45dd711d41c80fbda4974a,third
371,2018-01-25,30.0,5a695f538ea6a005c9833b4b,third
372,2018-01-25,30.0,5a695f538ea6a005c9833b4b,third
373,2018-01-25,30.0,5a45e3171d41c80fbda4b639,third
374,2018-01-25,6.0,5a6983028ea6a005c9836b2e,third
375,2018-01-25,6.0,5a697bda8ea6a005c9836283,third
376,2018-01-25,6.0,5a6981028ea6a005c9836799,third
377,2018-01-25,30.0,5a66f51e8ea6a00725495628,third
378,2018-01-25,6.0,5a5ef5478ea6a005db9769a7,third
379,2018-01-25,6.0,5a67089b8ea6a00725498528,third
380,2018-01-25,6.0,5a69694c8ea6a005c98347eb,third
381,2018-01-25,6.0,5a697bda8ea6a005c9836283,third
382,2018-01-25,30.0,5a45e3171d41c80fbda4b639,third
383,2018-01-25,6.0,5a69a5468ea6a005c9838c16,third
384,2018-01-25,30.0,5a60a0b08ea6a005db9c49f4,third
385,2018-01-25,30.0,5a66a50f8ea6a0072548b5ee,third
386,2018-01-25,30.0,5a6963f58ea6a005c983416c,third
387,2018-01-25,30.0,5a66cd9b8ea6a00725491c58,third
388,2018-01-25,100.0,5a6881728ea6a005c98008ee,third
389,2018-01-25,30.0,5a6963f58ea6a005c983416c,third
390,2018-01-25,500.0,5a4bd12a1d41c80fbdc19d54,third
391,2018-01-25,6.0,5a67089b8ea6a00725498528,third
392,2018-01-25,6.0,5a697daa8ea6a005c9836423,third
393,2018-01-26,6.0,5a6164948ea6a005db9f55c6,third
394,2018-01-26,6.0,5a6a80928ea6a005c9864449,third
395,2018-01-26,30.0,5a47a10d1d41c80fbdabbe40,third
396,2018-01-26,30.0,5a616fdc8ea6a005db9f7c58,third
397,2018-01-26,6.0,5a6363788ea6a005dba45fa3,third
398,2018-01-26,30.0,5a66f51e8ea6a00725495628,third
399,2018-01-26,100.0,5a61c0568ea6a005dba029e7,third
400,2018-01-26,100.0,5a5d8fd88ea6a005db93655d,third
401,2018-01-26,6.0,5a6963f58ea6a005c983416c,third
402,2018-01-26,6.0,5a67089b8ea6a00725498528,third
403,2018-01-26,6.0,5a6b45548ea6a005c987d0fc,third
404,2018-01-26,30.0,5a6b53c18ea6a005c987e233,third
405,2018-01-26,100.0,5a5d8fd88ea6a005db93655d,third
406,2018-01-26,6.0,5a6673178ea6a0072547ecbe,third
407,2018-01-26,6.0,5a6744868ea6a0072549fce3,third
408,2018-01-26,100.0,5a5d8fd88ea6a005db93655d,third
409,2018-01-27,100.0,5a5d8fd88ea6a005db93655d,third
410,2018-01-27,6.0,5a62d31b8ea6a005dba34e42,third
411,2018-01-27,30.0,5a65c6538ea6a0072545b08b,third
412,2018-01-27,30.0,5a263c751d41c81b301efaab,third
413,2018-01-27,6.0,5a6ae8108ea6a005c98722be,third
414,2018-01-27,100.0,5a263c751d41c81b301efaab,third
415,2018-01-27,100.0,5a263c751d41c81b301efaab,third
416,2018-01-27,6.0,5a6c31f38ea6a005c98af167,third
417,2018-01-27,6.0,5a5ef5478ea6a005db9769a7,third
418,2018-01-27,6.0,5a66f51e8ea6a00725495628,third
419,2018-01-27,6.0,5a45e3171d41c80fbda4b639,third
420,2018-01-27,6.0,5a6c50d38ea6a005c98b2c7f,third
421,2018-01-27,100.0,5a59b44a8ea6a005db85d532,third
422,2018-01-27,6.0,5a69694c8ea6a005c98347eb,third
423,2018-01-27,6.0,5a69694c8ea6a005c98347eb,third
424,2018-01-27,6.0,5a69694c8ea6a005c98347eb,third
425,2018-01-27,30.0,5a6c641f8ea6a005c98b492f,third
426,2018-01-27,6.0,5a6983898ea6a005c9836b92,third
427,2018-01-27,6.0,5a6c529f8ea6a005c98b2e30,third
428,2018-01-27,30.0,5a4f66298ea6a0072620fd82,third
429,2018-01-27,6.0,5a6c755e8ea6a005c98b6037,third
